id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group
24749,0.0,2011-07-16,Government Of Tanzania,0,DWE,31.00142601,-1.75247301,Kwamishako,0,Lake Victoria,Omukashenshelo,Kagera,18,1,Karagwe,Kibondo,0,True,GeoData Consultants Ltd,VWC,Kafulo water supp,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
61436,0.0,2011-07-27,He,0,HE,31.63204585,-1.70455278,Kwa Martin,0,Lake Victoria,Rubao,Kagera,18,3,Muleba,Ijumbi,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
21115,0.0,2013-01-26,Fw,360,FW,38.62727851,-10.78801833,Mchangani,0,Ruvuma / Southern Coast,Mapanje,Mtwara,90,33,Masasi,Namajani,1,True,GeoData Consultants Ltd,VWC,,True,1980,other,other,other,vwc,user-group,unknown,unknown,soft,good,dry,dry,shallow well,shallow well,groundwater,other,other,non functional
52943,0.0,2012-10-14,Government Of Tanzania,0,Government,34.15720716,-3.19553938,Nenge B,0,Internal,Mwasahani,Shinyanga,17,6,Meatu,Mwabusalu,0,True,GeoData Consultants Ltd,WUG,Shinyanga shallow well project,True,0,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
41545,500.0,2011-08-04,Unicef,1584,DWE,34.66917171,-9.00547122,Kwa Mzee Mbiduka,0,Rufiji,Ikemeja,Iringa,11,4,Njombe,Usuka,45,True,GeoData Consultants Ltd,WUA,wanging'ombe water supply s,True,1978,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
74151,0.0,2012-10-18,Total Land Care,0,Total land care,32.46209515,-5.01931553,Ramadhan Mpumundu,0,Lake Tanganyika,Msiga,Tabora,14,3,Uyui,Mabama,0,True,GeoData Consultants Ltd,VWC,,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
12425,0.0,2011-03-08,Government Of Tanzania,316,Ce,38.23511031,-6.07788563,Kwendoo,0,Wami / Ruvu,Kwa Mwaleni,Pwani,6,1,Bagamoyo,Mbwewe,2000,True,GeoData Consultants Ltd,VWC,,False,1968,other,other,other,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,other,other,non functional
5856,0.0,2011-03-07,Commu,0,COMMU,35.84528622,-6.36071876,Schools,0,Rufiji,Chalula,Dodoma,1,4,Chamwino,Mvumi Makulu,0,True,GeoData Consultants Ltd,VWC,MVUM,True,0,submersible,submersible,submersible,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non functional
70451,0.0,2011-07-04,Kkkt,0,KKKT,33.13565183,-9.20600646,Mwairanga,0,Lake Nyasa,Muyombo,Mbeya,12,6,Mbozi,Nyimbili,0,True,GeoData Consultants Ltd,VWC,,False,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
12982,0.0,2011-02-19,Danida,1598,Danid,35.73045714,-7.85961882,none,0,Rufiji,Kihondo,Iringa,11,1,Iringa Rural,Magulilwa,1,True,GeoData Consultants Ltd,VWC,Nyabul,True,1974,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
71209,0.0,2011-03-25,Kirde,0,DWE,35.87474858,-4.67250229,Kwa Dominic,0,Internal,Uti,Dodoma,1,1,Kondoa,Mnenia,0,True,GeoData Consultants Ltd,VWC,Mnen,False,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
66522,0.0,2012-10-30,Government Of Tanzania,1293,Government,34.46427316,-2.0646284,Machandi,0,Lake Victoria,Makundusi,Mara,20,2,Serengeti,Natta,250,False,GeoData Consultants Ltd,Other,,,1968,mono,mono,motorpump,other,other,never pay,never pay,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
20891,250.0,2013-02-13,Government Of Tanzania,1401,Government,30.0843618,-4.33207377,Nyamvi,0,Lake Tanganyika,Kavuruga,Kigoma,16,2,Kasulu,Munyegera,850,True,GeoData Consultants Ltd,Water authority,,True,1988,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,functional
47497,0.0,2011-03-15,Tardo,1765,Tardo,38.30081902,-4.6245142,Kwa Salma Ramadhani,8,Pangani,Dukani,Tanga,4,1,Lushoto,Malindi,1,True,GeoData Consultants Ltd,VWC,Kiboelo forest,True,1985,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
58350,0.0,2013-03-26,Losaa-kia Water Supply,1659,Losaa-Kia water supp,37.13954075,-3.16645863,Kwa Giliagi Makyaa,0,Pangani,Ramra,Kilimanjaro,3,7,Siha,Siha Mashariki,1,True,GeoData Consultants Ltd,Water Board,BL Kiyengia,True,1999,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
13591,0.0,2013-02-10,Danida,850,DANIDA,36.13069029,-10.46968057,Kwa Kusi Njoka,0,Rufiji,Kanisani,Ruvuma,10,5,Namtumbo,Luchili,250,True,GeoData Consultants Ltd,WUA,Libango water use group scheme,True,1982,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,non functional
8288,0.0,2013-01-28,Fw,310,FW,39.02359382,-10.81580261,Katiji,0,Ruvuma / Southern Coast,Shukeni,Mtwara,90,33,Masasi,Nanjota,1,True,GeoData Consultants Ltd,VWC,,True,1975,other,other,other,vwc,user-group,unknown,unknown,soft,good,dry,dry,shallow well,shallow well,groundwater,other,other,non functional
9319,1000.0,2011-03-03,Shipo,1593,Shipo,34.95455057,-8.87315307,Kwa Godwin Gobe,0,Rufiji,Mahongole A,Iringa,11,4,Njombe,Mahongole,40,True,GeoData Consultants Ltd,VWC,,False,2007,other - rope pump,rope pump,rope pump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump,functional
67317,200.0,2013-02-15,Snv,970,DWE,35.86851975,-10.29394827,Kwa Kumbo Telela,0,Lake Nyasa,Mkongo,Ruvuma,10,5,Namtumbo,Kitanda,650,True,GeoData Consultants Ltd,WUG,,False,1997,swn 80,swn 80,handpump,wug,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
55935,0.0,2011-07-16,Danida,0,Central government,33.9068376,-9.68364359,Kwa Donald Mwambila,0,Lake Nyasa,Mpunguti,Mbeya,12,3,Kyela,Katumbasongwe,0,True,GeoData Consultants Ltd,VWC,Ngana water supplied scheme,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
63179,0.0,2011-08-06,Jica,0,DWE,30.74256937,-1.11544923,Nyamufumula,0,Lake Victoria,Kagu,Kagera,18,1,Karagwe,Bugomora,0,True,GeoData Consultants Ltd,,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,functional
18723,0.0,2013-02-02,Government Of Tanzania,1101,DWE,29.98015755,-4.99057689,Kwa Ibrahim Goragoza,0,Lake Tanganyika,Lubona C,Kigoma,16,3,Kigoma Rural,Kandaga,250,True,GeoData Consultants Ltd,VWC,Kazuramimba water project,True,2009,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe multiple,communal standpipe,non functional
4242,0.0,2013-02-09,Rwssp,0,DWE,32.54424653,-3.77669224,Kimwaga,0,Lake Victoria,Kimwaga,Shinyanga,17,3,Kahama,Malunga,0,True,GeoData Consultants Ltd,,,True,0,nira/tanira,nira/tanira,handpump,unknown,unknown,unknown,unknown,milky,milky,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
15177,0.0,2013-02-02,Norad,1062,DWE,30.01986234,-4.93916289,Kwa Mbogo,0,Lake Tanganyika,Mibangani B,Kigoma,16,3,Kigoma Rural,Kandaga,340,True,GeoData Consultants Ltd,VWC,Nyanganga water project,True,1994,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair
40881,0.0,2011-03-14,,280,DHV Moro,36.48338306,-8.10067138,School,0,Rufiji,Chandundu,Morogoro,5,3,Kilombero,Idete,810,True,GeoData Consultants Ltd,,,True,1998,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
48542,0.0,2012-10-30,Government Of Tanzania,1287,Government,34.46469092,-2.06632076,Machandi,0,Lake Victoria,Makundusi,Mara,20,2,Serengeti,Natta,50,False,GeoData Consultants Ltd,Other,,,1978,mono,mono,motorpump,other,other,never pay,never pay,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
67353,0.0,2013-02-05,Tcrs,1330,Community,30.64073136,-3.57548269,Barnabas,0,Lake Tanganyika,Mjigojigo,Kigoma,16,1,Kibondo,Bunyambo,140,True,GeoData Consultants Ltd,VWC,,False,2001,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
28920,0.0,2011-04-10,Water,0,MWE &,35.88270301,-6.17158288,Shule Ya Zamani,0,Wami / Ruvu,Shuleni,Dodoma,1,5,Dodoma Urban,Mtumba,0,True,GeoData Consultants Ltd,VWC,Ihum,False,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,salty,salty,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
46684,0.0,2013-02-06,Unicef,1436,TWESA,30.63937646,-3.62914923,Rugunga Primary School,0,Lake Tanganyika,Elimu,Kigoma,16,1,Kibondo,Kitahana,500,True,GeoData Consultants Ltd,VWC,,False,2009,gravity,gravity,gravity,water board,user-group,unknown,unknown,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,non functional
62425,1500.0,2013-02-12,Government Of Tanzania,692,District council,37.55708529,-3.5327564,Kwa Mzee Juma Sekondo,0,Pangani,Madukani,Kilimanjaro,3,2,Mwanga,Kileo,150,True,GeoData Consultants Ltd,WUA,Kifaru water Supply,True,2009,submersible,submersible,submersible,wua,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non functional
27742,0.0,2011-07-30,Hesawa,0,DWE,30.83355389,-1.31116181,Tank La Shule,0,Lake Victoria,Nyakatuntu,Kagera,18,1,Karagwe,Kamuli,0,True,GeoData Consultants Ltd,,,True,0,gravity,gravity,gravity,other,other,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
18054,0.0,2013-03-19,Magadini-makiwaru Water,1553,Magadini-Makiwaru wa,37.0607468,-3.05107587,Kwa Ester Leonard,0,Internal,Mwangaza,Kilimanjaro,3,7,Siha,Siha Magharibi,1,True,GeoData Consultants Ltd,Water Board,BL Mwangaza,True,2011,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
3756,0.0,2011-04-11,Government Of Tanzania,0,Government,32.81935362,-7.74506904,Erasto Kalangaza,0,Lake Rukwa,Majengo,Mbeya,12,1,Chunya,Ngwala,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
24621,5.0,2013-03-30,Ces (gmbh),1072,DWE,37.25349505,-3.27970786,Kwa Fulugensia Kweka,0,Pangani,Sereni,Kilimanjaro,3,4,Moshi Rural,Kibosho Magharibi,35,True,GeoData Consultants Ltd,Water Board,Lyamungo umbwe water supply,True,2007,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
67740,0.0,2011-03-26,Government Of Tanzania,395,RWE,38.24089413,-4.89292447,Airport,0,Pangani,Mlembule,Tanga,4,2,Korogwe,Mombo,70,True,GeoData Consultants Ltd,VWC,Mafi Mountains,False,1971,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
1578,0.0,2013-02-10,Government Of Tanzania,1328,DWE,30.85210948,-3.27680032,Shuleni,0,Lake Tanganyika,Kabilizi B,Kigoma,16,1,Kibondo,Rugenge,350,,GeoData Consultants Ltd,VWC,,False,2004,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,coloured,colored,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
67776,0.0,2013-03-04,World Bank,1366,Government,36.60318824,-5.26632996,Kwa Ituja,0,Internal,Orkinyei,Manyara,21,5,Kiteto,Njoro,1,True,GeoData Consultants Ltd,VWC,World banks,True,2004,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
7867,0.0,2011-02-18,Idydc,1912,IDYDC,35.64676312,-8.14369575,none,0,Rufiji,Viganga,Iringa,11,7,Kilolo,Ukumbi,800,True,GeoData Consultants Ltd,VWC,,True,2008,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
14688,0.0,2011-07-28,World Bank,0,KOWI,33.03755066,-2.64558093,Lunemya,0,Lake Victoria,Nyangilingi,Mwanza,19,7,Missungwi,Usagara,0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,other,other,soft,good,enough,enough,machine dbh,borehole,groundwater,other,other,non functional
310,50.0,2013-01-20,Jica,257,Kokeni,38.8988076,-10.49086971,Mabombani,0,Ruvuma / Southern Coast,Bondeni,Lindi,80,53,Ruangwa,Luchelegwa,250,True,GeoData Consultants Ltd,VWC,,True,2006,india mark iii,india mark iii,handpump,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,non functional
8717,0.0,2011-03-30,Mbozi District Council,0,DWE,32.88330237,-9.17117242,Totomanyi,0,Lake Rukwa,Supu,Mbeya,12,6,Mbozi,Ihanda,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,other,other,functional needs repair
11915,0.0,2011-03-08,Government Of Tanzania,1358,Gover,35.93681114,-7.53933213,none,0,Rufiji,Bomalang'Ombe,Iringa,11,7,Kilolo,Uhambingeto,500,True,GeoData Consultants Ltd,VWC,,True,1996,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non functional
70260,500.0,2013-02-14,Women For Partnership,1644,District Council,37.93951833,-4.39692988,Chambalo,0,Pangani,Kwamshitu,Kilimanjaro,3,3,Same,Bwambo,110,True,GeoData Consultants Ltd,VWC,Mweteni Water Supply,True,2012,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
28686,0.0,2011-03-19,Government Of Tanzania,222,DWE,38.71501287,-5.09625366,Kwemsambia,0,Pangani,Mngugu,Tanga,4,3,Muheza,Nkumba,100,True,GeoData Consultants Ltd,VWC,Ufinga river,False,2003,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
14396,20.0,2013-02-26,Muwsa,716,MUWSA,37.39856292,-3.45210362,Miembeni,0,Pangani,Miembeni Street,Kilimanjaro,3,6,Moshi Rural,Arusha Chini,60,True,GeoData Consultants Ltd,Water authority,Shirimatunda water Supply,True,2012,gravity,gravity,gravity,water authority,commercial,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
54083,0.0,2013-01-29,Sabodo,42,Sabodo,39.40670972,-9.66004813,Nachitalala,0,Ruvuma / Southern Coast,Nachitalala,Lindi,80,23,Lindi Rural,Mipingo,453,False,GeoData Consultants Ltd,VWC,Sabodo Borehole Scheme,False,2011,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
14344,0.0,2012-10-14,Dwe,0,WEDEKO,32.31208156,-5.01826373,Shuleni,0,Lake Tanganyika,Kiloleni,Tabora,14,4,Urambo,Kiloleni,0,True,GeoData Consultants Ltd,Parastatal,,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
6255,0.0,2012-10-18,Williamson Diamond Ltd,0,WILLIAMSON DIAMOND LTD,33.59149998,-3.54699967,Shule Shy,0,Internal,Mwanzugi,Shinyanga,17,8,Kishapu,Mwadui Lohumbo,0,True,GeoData Consultants Ltd,Parastatal,Mwadui piped scheme,True,0,gravity,gravity,gravity,parastatal,parastatal,unknown,unknown,soft,good,enough,enough,dam,dam,surface,communal standpipe multiple,communal standpipe,functional
58217,0.0,2011-07-17,Cocen,0,DWE,30.98072661,-1.80063095,Kwakolandusi,0,Lake Victoria,Chamanyana,Kagera,18,1,Karagwe,Nyakakika,0,True,GeoData Consultants Ltd,,,True,0,india mark ii,india mark ii,handpump,vwc,user-group,pay annually,annually,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
42171,500.0,2011-02-28,Adb,1670,DWE,34.92968611,-9.01415116,Ibiki Teachers Houses,0,Rufiji,Ibiki Kati,Iringa,11,4,Njombe,Igongolo,30,True,GeoData Consultants Ltd,VWC,Ibiki gravity water scheme,False,2008,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
54732,0.0,2011-07-08,Oxfarm,0,DWE,31.175029700000003,-1.56814741,Shuleni,0,Lake Victoria,Kibombo,Kagera,18,1,Karagwe,Bugene,0,True,GeoData Consultants Ltd,VWC,Rwamgurusi water,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
31844,0.0,2012-10-19,World Vision,0,Consulting Engineer,32.99082963,-4.12713325,Lububu C,0,Internal,Lububu,Tabora,14,1,Nzega,Kasela,0,True,GeoData Consultants Ltd,VWC,,False,0,other,other,other,vwc,user-group,pay when scheme fails,on failure,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,other,other,non functional
757,0.0,2012-10-12,Halmashauri Ya Wilaya Sikonge,0,Halmashauri ya wilaya sikonge,32.73331789,-5.76236558,Kwa Buhoro,0,Lake Tanganyika,Udongo Magharibi,Tabora,14,5,Sikonge,Ipole,0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa Ipole,True,0,other,other,other,vwc,user-group,pay per bucket,per bucket,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
44704,0.0,2011-08-22,Government Of Tanzania,0,DWE,0.0,-2e-08,Kanisani,0,Lake Victoria,Lutozo,Mwanza,19,6,Geita,Katoro,0,True,GeoData Consultants Ltd,VWC,Katoro,True,0,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
53818,0.0,2013-02-23,Netherlands,0,DWE,33.54340476,-3.00756289,Mwakulilima Group,0,Lake Victoria,Mwakulilima,Shinyanga,17,2,Maswa,Nyabubinza,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
869,0.0,2012-10-20,Ics,0,WEDECO,34.34529742,-3.49854363,Mwambegwa Primary Tank,0,Internal,Mabambasini,Shinyanga,17,6,Meatu,Mwanhunzi,0,True,GeoData Consultants Ltd,Parastatal,,True,0,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional needs repair
14948,10.0,2013-03-20,Germany,1721,Dmdd,35.80351072,-3.24714406,Kwa Marko Nikola,0,Internal,Tlawi Juu,Arusha,24,30,Karatu,Mbulumbulu,120,True,GeoData Consultants Ltd,VWC,Jumuhiya ya watumia  maji,True,2009,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,functional
1227,0.0,2011-12-07,Danida,0,Central government,33.93661664,-9.63327589,Kwa Solomoni Kasongo,0,Lake Nyasa,Bugoloka,Mbeya,12,3,Kyela,Bujonde,0,True,GeoData Consultants Ltd,VWC,Ngana water supplied scheme,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
41857,50.0,2013-03-13,0,-63,0,39.37121958,-6.86615448,Kwa Kweka 2,0,Wami / Ruvu,Kwa Kweka 2,Dar es Salaam,7,3,Temeke,Mji Mwema,150,True,GeoData Consultants Ltd,WUG,,False,2000,mono,mono,motorpump,wug,user-group,pay per bucket,per bucket,salty,salty,seasonal,seasonal,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
1778,500.0,2011-07-20,H,1260,H,32.9936827,-2.49454559,Kwa James Susuba,0,Lake Victoria,1,Mwanza,19,8,Ilemela,Ilemela,600,True,GeoData Consultants Ltd,VWC,,True,1989,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
12724,20.0,2011-03-12,Government Of Tanzania,175,DWE,38.78155194,-5.17246117,Masimbani,755,Pangani,Masimbani,Tanga,4,3,Muheza,Mbaramo,3000,True,GeoData Consultants Ltd,VWC,,False,2005,nira/tanira,nira/tanira,handpump,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
44297,0.0,2011-03-06,Government Of Tanzania,383,DWE,38.41017493,-4.4832867,Kwa Kunguni,0,Pangani,Kisima,Tanga,4,1,Lushoto,Lunguza,1,True,GeoData Consultants Ltd,VWC,Mlinga streem,True,2009,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
44034,0.0,2012-10-13,Private Individual,0,Individual,33.35926195,-4.01548019,Kwa Juliana,0,Internal,Jineri,Tabora,14,2,Igunga,Choma,0,True,GeoData Consultants Ltd,Water authority,World Bank,False,0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
16618,0.0,2012-10-17,Government Of Tanzania,0,Government,33.77430582,-3.07804902,Martin,0,Lake Victoria,Mwankali,Shinyanga,17,2,Maswa,Buchambi,0,True,GeoData Consultants Ltd,Water authority,Maswa Water  supply program,False,0,gravity,gravity,gravity,private operator,commercial,pay monthly,monthly,soft,good,enough,enough,dam,dam,surface,communal standpipe multiple,communal standpipe,non functional
68445,20.0,2011-08-10,Tasaf,830,DWE,31.55851819,-7.67869413,Kalakala,0,Lake Rukwa,Kalakala,Rukwa,15,2,Sumbawanga Rural,Muze,900,True,GeoData Consultants Ltd,VWC,,False,2002,swn 80,swn 80,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
60462,0.0,2012-10-17,Government Of Tanzania,0,Government,33.77758722,-3.05206647,Dodoma Primary School,0,Lake Victoria,Mwankali,Shinyanga,17,2,Maswa,Buchambi,0,True,GeoData Consultants Ltd,Water authority,Maswa Water  supply program,False,0,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,dam,dam,surface,communal standpipe,communal standpipe,non functional
28091,0.0,2011-03-07,Amref,184,AMREF,38.91696805,-7.29536304,Shuleni,0,Rufiji,Kibuyuni,Pwani,60,43,Mkuranga,Panzuo,300,True,GeoData Consultants Ltd,VWC,,False,2006,other,other,other,vwc,user-group,never pay,never pay,unknown,unknown,unknown,unknown,machine dbh,borehole,groundwater,other,other,non functional
40761,20.0,2013-01-22,Jaica,85,JAICA,39.41930614,-10.25276323,Kwa Nkumbanya,0,Ruvuma / Southern Coast,Nanjeha,Lindi,80,23,Lindi Rural,Nyengedi,231,False,GeoData Consultants Ltd,VWC,JAICA Borehole Scheme,False,2006,india mark ii,india mark ii,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
24846,0.0,2013-01-19,Dwsp,0,DWE,0.0,-2e-08,Asante Mabomba,0,Lake Victoria,Mwanghalanga,Shinyanga,17,1,Bariadi,Sapiwi,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
10170,0.0,2011-03-03,Solidarm,310,DWE,35.99805412,-9.05122017,Shuleni,0,Rufiji,Mabanda,Morogoro,5,4,Ulanga,Ngoheranga,240,True,GeoData Consultants Ltd,,,True,2009,nira/tanira,nira/tanira,handpump,other,other,never pay,never pay,milky,milky,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
15014,2000.0,2011-03-06,Danida,1405,DANID,36.11105231,-7.55703614,none,0,Rufiji,Uhominyi,Iringa,11,7,Kilolo,Image,50,True,GeoData Consultants Ltd,VWC,Uhomin,True,1984,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
27279,0.0,2013-01-27,Dwsp,0,DWE,0.0,-2e-08,Upendo,0,Lake Victoria,Kidulya,Shinyanga,17,1,Bariadi,Lugulu,0,,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,unknown,unknown,soft,good,dry,dry,shallow well,shallow well,groundwater,other,other,non functional
